code,description
92005,The campaign's end date is in the past.
92006,The campaign's network is invalid.
92007,The campaign's advertiser is invalid.
92008,The user's account is different from the campaign's account.
92009,The advertiser's network is different from the campaign's network.
92010,The minimum weight of each creative for optimization should be a whole number greater than 0 and less than or equal to 100.
92011,The relative strength of the optimizer should be a number between 1 and 10.
92012,The Weight of each activity selected for optimization should be a whole number between 0 and 100.
92013,"You must select a Counter or Sales activity if optimization is based on Post-Clicks, Post-Impression or Post-Impression and Post-Click."
92014,You cannot select a Counter or Sales activity if optimization is based on clicks.
92015,A campaign with the given name already exists.
92016,The Campaign date range is invalid.
92017,The Campaign object to be saved cannot be null.
92018,Audience Segmentation name is required and cannot exceed 64 characters.
92019,Audience Segmentation name must be unique per Campaign.
92020,You must define at least one Audience Segment for each Segmentation.
92021,Audience segment name is required and cannot exceed 64 characters.
92022,Audience Segment name must be unique per Segmentation.
92023,The percentage allocation for all Segments in a Segmentation must add up to 100.
92024,Invalid Creative Group name. The Creative Group name must be 1 to 255 characters in size.
92025,"A Creative Group with the same name already exists, specify a different name."
92026,Advanced report is not enabled for the advertiser.
92027,Campaigns containing placements can't be deleted.
92028,More than 20 activities cannot be selected for Advanced Reports.
92029,Invalid number of clicks or impressions for the campaign specified.
92030,The campaign cannot be found.
92031,Invalid advertiser has been specified for the network.
92032,Campaign's landing page Name and URL are both required.
92033,Campaign's landing page URL should be 1 - 1024 character long.
92034,The landing page can't be deleted as it has been assigned.
92035,The Spotlight Lookback Window for Clicks cannot exceed the Lookback Window set in the Spotlight configuration.
92036,The Spotlight Lookback Window for Impressions cannot exceed the Lookback Window set in the Spotlight configuration.
92037,Creative Group specified does not exist.
92038,A campaign cannot have multiple landing pages with the same name.
92039,Creative Field is not assigned to campaign
92040,Campaign can't be deleted because some of its landing pages are used by assignments.
92041,Creative is not assigned to campaign.
92042,Invalid campaign specified
92043,The campaign cannot be deleted because it contains ads.
92044,The landing page can't be removed from the campaign because it is in use by creatives or ads.
92045,The creative field name cannot be null or empty.
92046,The creative field search criteria must include either the creative field IDs or the advertiser IDs.
92047,One or more of the given creative fields could not be found.
92048,Campaign must have at least one landing page.
92049,The Spotlight Lookback Window for DoubleClick Rich Media Events cannot exceed the Lookback Window set in the Spotlight configuration.
92050,Null audience segmentation group specified for the campaign.
92051,Landing page is invalid.
92052,The activity specified for creative optimization is not valid.
92053,The activity specified for creative optimization can't be found.
92054,The activity specified for creative optimization does not belong to the campaign's advertiser spotlight configuration.
92055,Campaigns with active ads can't be archived.
92056,Landing Page is already associated to an existing campaign
92057,Creative can be assigned one creative group in the same creative group family
92058,Campaign name can't contain tab spaces.
92059,The campaign can't have placements beyond the campaign date range.
92060,Advance Reach Report Configuration not enabled for Network.
92061,Advance Reach Report Configuration network is invalid.
92062,Advance Reach Report Configuration campaign is invalid.
92063,Advance Reach Report Configuration report is invalid.
92064,Campaigns containing media orders can't be deleted.
92067,This campaign can't be upgraded because it uses an outdated version of audience segmentation that is not yet supported in DFA6.
93000,The placement name cannot be null or empty and cannot exceed the 256 character limit.
93001,Invalid or null pricing object.
93002,The start date of a pricing period cannot be null or after the end date.
93003,The end date of a pricing period cannot be null or before the start date.
93004,The cost of a pricing period or placement cannot be negative.
93005,The units of a pricing period or placement cannot be negative.
93006,The rate of a pricing period or placement cannot be negative.
93007,The pricing period comments cannot exceed 256 characters.
93008,The pricing type is not valid.
93009,The placement start date cannot be null or after the end date.
93010,The placement end date cannot be null or before the start date.
93011,The placement comments cannot exceed the 4000 character limit.
93012,The pricing start date must be within the placement run date range.
93013,The pricing end date must be within the placement run date range.
93014,The campaign specified for a placement cannot be null.
93015,The site specified for a placement cannot be null.
93016,The sitepage number ID specified for a placement cannot be negative.
93017,The placement type is not valid.
93018,The placement testing start date cannot be after the start or end dates.
93019,Placements with an Impressions or Clicks rate type cannot be flighted or have pricings specified.
93020,Placement run dates must be specified before adding any pricing records.
93021,The pricing start or end dates cannot be outside the placement start and end date range.
93022,The pricing record that starts with the start of the placement cannot be removed.
93023,The pricing record that starts with the start of a month cannot be removed from flighted placements. Only pricing records that start in the middle of the month can be removed.
93024,The cap cost type is invalid.
93025,The placement start date must be within the campaign date range.
93026,The placement end date must be within the campaign date range.
93027,The site and campaign must belong to the same network.
93028,The site and advertiser must belong to the same subaccount.
93062,DO NOT USE
93063,All placements in spreadsheet must belong to the same campaign.
93064,Group not found.
93065,The campaign is locked because it has active placement import jobs.
93066,You must select type of tag to display.
93067,You are not authorized to approve this publisher-paid placement.
93068,You can't unapprove a publisher-paid placement which has already been approved.
93069,The publisher-paid setting of the placement can't be changed because it has already registered some impressions or clicks.
93070,The publisher-paid placement can't be approved because there is no corresponding default creative specified in the campaign.
93071,The publisher-paid placement is already approved and so it can't be changed into an agency-paid placement.
93072,The placement testing start date must be within the campaign date range.
93073,The account is not enabled for publisher-paid placements.
93074,An alphanumeric temporary ID is required while importing a new flighted site placement.
93075,The Spotlight Lookback Window for Clicks cannot exceed the Lookback Window set in the Spotlight configuration.
93076,The Spotlight Lookback Window for Impressions cannot exceed the Lookback Window set in the Spotlight configuration.
93077,The Spotlight Lookback Window for DoubleClick Rich Media Events cannot exceed the Lookback Window set in the Spotlight configuration.
93078,Invalid Placement Tag download option.
93079,You cannot create a site placement. This site has been deactivated.
93080,"Email address of the author for widget is invalid, please correct and re-submit."
93081,"The widget image you are trying to upload is invalid. You can only upload image of types: .jpeg, .gif, .jpeg, .png, .wbmp."
93082,Widget Image could not be saved.
93083,The widget image exceeds the maximum image size allowed for the network.
93084,Invalid image data.
93085,Widget Image Upload request is null.
93086,Invalid Widget Image Upload request.
93087,You cannot create a Widget Site Placement as your network is not enabled for F2F. Please contact your Network Administrator.
93088,You cannot create an In-Stream Video Site Placement as your network is not enabled for In-Stream Tracking. Please contact your Network Administrator.
93089,A placement can't be created for an unapproved DFA site.
93090,Placement filter type is not valid.
93091,Placement Group filter type is not valid.
93092,The placement testing start date cannot be after the campaign end date.
93093,An active site placement cannot be assigned to an archived group.
93094,Placement names can't contain tab spaces.
93097,Placements and media orders must belong to the same campaign.
93098,"One or more placements can't be deleted because they were created in MediaVisor. You can archive them instead, or delete them in MediaVisor."
93100,"Once a widget or In-Stream video placement has been creative, you can't change the placement type."
93101,"Because Spotlight activity tracking isn't available for mobile ads, the CPA cost structure can't be used with mobile placements. Please use a different cost structure."
94000,Site cannot be found.
94001,The given site is null and cannot be saved.
94002,The site with the given name already exists.
94003,The site with the given URL (keyname) already exists.
94004,Invalid network has been specified for the site.
94005,Invalid URL (keyname) specified for site. It is required and can only contain characters [A-Z a-z 0-9 _ - . ?]
94006,DFA site cannot be created from Site Directory site because the given Site Directory site is invalid.
94007,You cannot create a site because the given directory site is already mapped to another site in this network.
94008,"The given keyword handling option is not valid. It should be one of 1 (Placeholder with list of keywords), 2 (Ignore) or 3 (Generate separate tag for each keyword)."
94009,The maximum allowed length of additional key-values is 255 characters.
94010,The additional key-values should be of the format key=value and separated by semicolons.
94011,Cannot assign content category to unapproved site.
94012,Cannot assign inactive content category to site.
94013,The values cannot exceed impression/click lookback windows defined for your network.
94014,Values for impression/clicks cannot be negative.
94015,The criteria to search for SD-DFA site mappings cannot be null.
94028,The placement cannot be found.
94029,The given placement cannot be null.
94030,The size specified for the placement is not valid.
94031,Regular placements must have a valid size.
94032,"You cannot change the placement's dimensions because there are ads assigned to the placement. To change the dimensions, first unassign all ads."
94033,"You cannot change the placement's type because there are ads assigned to the placement. To change the type, first remove all assignments."
94034,The placement cannot be deleted because it has already registered some impressions or clicks.
94035,"You cannot delete the placement because there are ads assigned to it. To delete the placement, first remove all assignments."
94036,The placement can't be publisher-paid because the site doesn't accept DoubleClick Rich Media payments.
94037,"The Impressions and Clicks pricing types are no longer supported. Please use any one of CPM, CPC, CPA, Flat Rate - Impressions, Flat Rate - Clicks."
94038,Content category name is not unique.
94039,Content category name cannot be empty.
94040,Content-category cannot be found.
94041,The values cannot exceed impression/click lookback windows defined for this placement advertiser.
94042,The values cannot exceed impression/click lookback windows defined for your network.
94043,Values for lookback window cannot be negative.
94044,The placement and its group (package or roadblock) must belong to the same campaign and site.
94045,The group assigned to the placement cannot be found.
94046,The placement added to the group cannot be found.
94047,An archived placement cannot be assigned to an active group.
94048,The roadblock does not contain a primary placement.
94049,The placement is marked as primary for the roadblock and therefore cannot be removed.
94050,The group assigned to the placement must be either a roadblock or a package.
94051,The placement added to the group cannot be another group or roadblock.
94052,The placement being added to this group is already marked as a primary placement for some other roadblock.
94053,The Spotlight activity assigned to the placement is not valid.
94054,The placement creative comments cannot exceed 255 characters
94055,The placement other comments cannot exceed 4000 characters.
94056,The placement strategy could not be found.
94057,The placement strategy cannot be null.
94058,Another placement strategy with the same name already exists in the network.
94059,The placement strategy name is required and has a maximum length of 255 characters.
94060,Activity group not found.
94061,Invalid pricing type for counter activity group.
94062,DO NOT USE
94063,The site does not support interstitial placements.
94064,The Content Category object to be saved cannot be null.
94065,The Site Directory site is already linked to another DFA site in the same DFA account (subaccount)
94066,You don't have access to the subaccount.
94067,The keyword referrer cannot exceed 32 characters.
94068,DFA sites can be linked only to active Site Directory sites.
94069,The Site Directory site assigned to the DFA site can't be changed.
94070,The site name is not valid. It is required and can be up to 128 characters.
94071,The country specified for the site is not valid.
94072,The target window is not valid. It has a maximum length of 32 characters.
94073,The alternate text is not valid. It has a maximum length of 255 characters.
94074,The frame and layer header is not valid. It has a maximum length of 2000 characters.
94075,The frame and layer footer is not valid. It has a maximum length of 2000 characters.
94076,The iframe header is not valid. It has a maximum length of 2000 characters.
94077,The iframe footer is not valid. It has a maximum length of 2000 characters.
94078,The DFA site is not linked to any Site Directory site.
94079,The site does not support In-Stream Video placements.
94080,The rich media event lookback window can't exceed the network limit.
94081,The rich media event lookback window must be greater than or equal to 0.
94082,Not authorized to create/modify sites.
94083,Search string must be specified when looking for suggestions.
94084,You can't create a site outside your subaccount.
94085,Site name can't contain tab spaces.
94086,The site you chose for this placement does not support Widgets. Please try a different site or placement type.
94087,The DFA site can't be found.
94091,The placement can't be publisher-paid because the site is not associated with a publisher.
94092,The customer account associated with this site has expired.
94093,The customer account associated with this site is inactive.
94095,We had a problem mapping the DFA site to a Site Directory site. The Rich Media Customer set for the site in DFA5 doesn't match the billing customer set for the Site Directory site. Please contact customer support to resolve the issue
96000,This user profile does not have access to this account.
96001,This Network is not permitted to access DFA6.
96002,This user is not permitted to access DFA6.
96003,The network is not a valid DFA network.
96004,Network permission not enabled for floodlight.
96005,You are not authorized to access this environment
96006,The 'View User Profiles' permission is not enabled
96007,The 'Modify User Profiles' permission is not enabled.
96008,There's already a user profile with that name. Please try a different profile name.
96009,The permissions set for this network don't allow changes to the language or language encoding.
96010,"There was a problem with the user profile name. Please make sure it doesn't contain a space or any of these characters: & ; < > ' "" # % ,"
96011,The number of support contacts exceeds the maximum set for this account.
96012,Support Contact count should be greated than or equal to 0.
96013,Cannot set the value for Support Contact less than the total number of existing Support Contacts.
96015,You must enable Rich Media for this account before you can enable Creative Merge.
96016,You must enable Rich Media for this account before you can enable Dynamic Ads.
97000,We couldn't find this placement. Please check the ID and try again.
97001,We couldn't find this campaign. Please check the ID and try again.
97002,We couldn't find this advertiser. Please check the ID and try again.
97003,We couldn't find this account. Please check the ID and try again.
97004,Please enter a value from 1 to 16 for the ad's priority.
97005,"We didn't recognize the rotation type you set for this ad. Please enter 'random', 'sequential', 'weighted', or 'best performing'. (See the Help tab for details.)"
97006,The ad delivery schedule is not valid.
97007,The frequency cap specified for the ad is not valid. Acceptable values must be integers from 0 and 15.
97008,The frequency cap period specified for the ad is not valid. Acceptable values: 0 <= period <= 129600 seconds (90 days).
97009,We couldn't find this ad. Please check the ID and try again.
97010,Ad cannot be null.
97011,You tried to activate an archived ad. Only unarchived ads can be activated.
97012,A standard ad can't be activated until it has at least one creative.
97013,Static click ads cannot be activated. Set the value to FALSE.
97014,DoubleClick Search click ads can't be activated. Set the value to FALSE.
97015,The ad is the wrong ad type.
97016,The cost type specified for the ad is not valid.
97017,Impression ratio and delivery limit can't be specified at the same time.
97018,Delivery limit must have valid cost type.
97019,An ad can't be active unless it's assigned to a placement.
97020,You've tried to assign an ad to a placement in a different campaign. Please make sure the ad and placement are part of the same campaign and try again.
97021,The ad and placement have different dimensions. Please check the dimensions and try again.
97022,The campaign specified for the ad is invalid. It cannot be null and the user profile must have access to the campaign.
97023,Invalid bandwidth.
97024,Invalid domain name.
97025,Invalid city.
97026,Invalid Designated Market Area.
97027,Invalid Area Code.
97028,Invalid Country.
97029,Invalid State.
97030,Invalid Browser.
97031,"We didn't recognize the ad type you set for this ad. Please enter 'in-page', 'interstitial', 'click tracker', 'dynamic click tracker', 'Rich Media Flash-in-Flash', or 'In-Stream Video'. (See the Help tab for details.)"
97032,The ad type specified in the ad is not valid. The ad type must match the ad type.
97033,We couldn't find the primary creative for this ad. Please check the ID and try again.
97034,The ad and its primary creative must belong to the same advertiser.
97035,The ad and its parent must belong to the same campaign.
97036,The creative is already a primary creative for another ad in the same campaign.
97037,The ad type and the primary creative type are not compatible.
97038,The ad specified is null.
97039,The ad must have a corresponding ad.
97040,We couldn't find this ad. Please check the ID and try again.
97041,You've tried to assign an ad to a placement in a different campaign. Please make sure the ad and placement are part of the same campaign and try again.
97042,The ad and placement have different dimensions. Please check the dimensions and try again.
97043,"We didn't recognize the ad type you set for this ad. Please enter 'in-page', 'interstitial', 'click tracker', 'dynamic click tracker', 'Rich Media Flash-in-Flash', or 'In-Stream Video'. (See the Help tab for details.)"
97044,We didn't recognize the landing page you entered for this assignment. Please enter a landing page that has been added to this campaign.
97045,Please enter a landing page for this assignment.
97046,No placement was specified for the assignment.
97047,The search criteria cannot be null.
97048,The search criteria must specify a campaign or ID.
97049,We didn't recognize the landing page you entered for this ad. Please enter a landing page that has been added to this campaign.
97050,We couldn't find this campaign. Please check the ID and try again.
97051,The placements can be assigned only to a parent ad.
97052,We couldn't read the ad name. Please check to make sure you've included an ad name that's no more than 255 characters.
97053,Please enter a start date.
97054,Please enter an end date.
97055,You've set a start date that's after the end date. Please check the dates and try again.
97056,You've set a start date in the past. Please set a date and time that have not already passed.
97057,"This ad has already passed its hard cut-off date. To reactivate it, first remove the hard cut-off or change the end date."
97058,"The advertiser for this ad hasn't been approved yet, so this ad can't be activated. Try leaving it inactive for now. You can activate the ad once the advertiser is approved."
97059,One of the targeted placements is null.
97060,We couldn't find one or more of the placements to which you assigned this ad. Please check the IDs and try again.
97061,One or more of the placements to which you assigned this ad are part of a different campaign. Please make sure the ad and placements are part of the same campaign and try again.
97062,This ad can't be assigned to this placement because their types are not compatible.
97063,The size can't be null.
97064,"We didn't recognize the dimensions you set for this ad. Please check the dimensions and enter them again, in the format widthxheight (for example, 468x60)."
97065,The dimensions you set for this ad aren't in use in this account. Please check the dimensions and try again.
97066,You can't change the dimensions for this ad because it already contains creatives or is assigned to placements. Please check the dimensions and try again.
97067,The ad's dimensions don't match the placement's dimensions. Ads can only be assigned to placements that share the same dimensions.
97068,The delivery limit value is not valid.
97069,One of the assigned creatives is null.
97070,One or more of the assigned creatives can't be found. Please check the IDs and try again.
97071,One or more of the assigned creatives do not belong to the same advertiser as this campaign. Only this advertiser's creatives can be assigned to this ad.
97072,One or more of the assigned creatives are not compatible with the ad type. Please check the ad type and creative types and try again.
97073,The creative assignment with the specified ID can't be found.
97074,The associated creative's start date is not within the ad's date range. Please check the dates and try again.
97075,The associated creative's end date is not within the ad's date range. Please check the dates and try again.
97076,A frequency cap value must be specified if a frequency period is specified.
97077,"Whoa there, buddy! A sequential rotation can't have more than 64 creatives."
97078,That's a lot of creatives! The maximum for an ad is 80.
97079,We didn't understand the sequence number you entered for this creative. Please enter a number from 1 to 65536.
97080,Please enter a unique sequence number for each creative in the ad.
97081,We didn't recognize the weight you set for one of this ad's creatives. Please enter a value from 1 to 100.
97082,We couldn't find a default landing page for this campaign. Please enter a different landing page or a custom click-through URL.
97083,We didn't recognize the landing page you entered for this creative. Please enter a landing page that has been added to this campaign.
97084,"There was a problem with the click-through URL you set for the creative. Please enter a URL that begins with http:// or https:// and has no more than 1,024 characters."
97085,"We didn't recognize the ad type you set for this ad. Please enter 'in-page', 'interstitial', 'click tracker', 'dynamic click tracker', 'Rich Media Flash-in-Flash', or 'In-Stream Video'. (See the Help tab for details.)"
97086,Can't find appropriate product for the ad. The ad type may not be enabled for the network.
97087,"There was a problem with the click-through URL. Please enter a URL that's no more than 1,024 characters. This field is required."
97088,"There was a problem with the click-through URL. Please enter a URL that begins with http:// or https:// and has no more than 1,024 characters."
97089,A default Landing Page must be defined on the Campaign Properties page before saving a new creative.
97090,It looks like you've tried to assign an ad to a package or roadblock. Ads can only be assigned to individual placements.
97091,No default landing page found for the campaign.
97092,"There was a problem with the click-through URL. Please enter a URL that's no more than 1,024 characters. This field is required."
97093,"There's a problem with this ad. Please make sure that there's at least one creative with an active status. If you're changing the run dates for a creative, make sure that there are no time gaps during which no active creative is scheduled to be delivered."
97094,A standard ad can't be activated until it has at least one creative.
97095,Please enter a start date.
97096,Please enter an end date.
97097,"We didn't recognize the rotation type you set for this ad. Please enter 'random', 'sequential', 'weighted', or 'best performing'. (See the Help tab for details.)"
97098,"Please give this ad a name, and make sure it has no more than 255 characters."
97099,The given assignment object is null. Please provide a valid non-null assignment object.
97100,You cannot associate a Rich Media creative with a new ad. Please save the ad before associating Rich Media creatives.
97101,The creative's dimensions don't match the ad's dimensions. Creatives can only be associated with ads that share the same dimensions.
97102,"The placement to which you assigned this ad is archived, which means it's inactive and can't accept new assignments. Please unarchive this placement if you want to use it in a campaign."
97103,This account does not permit ads with Rich Media creatives to be assigned to agency-paid placements.
97104,This account does not currently permit ads to be assigned to publisher-paid placements. Please contact your account administrator if you need to change the account settings.
97105,Assignment properties cannot be overridden.
97106,The placement is not assigned to the assignment object. It must be assigned before the assignment properties can be overridden.
97107,The placement is not assigned to the assignment object.
97108,Invalid postal code.
97109,Invalid audience segmentation option.
97110,The audience segmentation option specified for the ad has 0 percentage.
97111,The audience segmentation can't be deleted because it is assigned to one or more ads.
97112,The ad can't target both a whole country and also specific area codes within that same country.
97113,Browser is invalid.
97114,Operating System is invalid
97115,Hour of day is invalid
97116,Day of week is invalid
97117,The maximum width is 2000. Please check the width and try again.
97118,The maximum height is 2000. Please check the height and try again.
97119,The ad comments cannot exceed the 512 character limit.
97120,The ad can't be deleted because it is active.
97121,The ad can't be deleted because it has been activated in the past.
97122,The ad can't be deleted because it has already registered some impressions or clicks.
97123,This account doesn't permit tracking ads. Please check the ad type and try again.
97124,"Because this ad uses creative optimization, you can't change the rotation type from weighted. Please make sure that the rotation type is weighted and try again."
97125,One of the creative group assignments is invalid.
97126,One of the creative groups does not belong to the campaign.
97127,Each creative can be assigned only one creative group for each group number.
97128,Each ad can be assigned only one creative group for each group number.
97129,Creatives can't be associated with click trackers. Please check to make sure you're associating your creatives with the right ad.
97130,The name for this ad contains tab spaces. Please remove them and try again.
97131,Specify at least one placement for creative assignment.
97135,Trafficking sheet upload limit has been exceeded. Please upload up to 1000 assignments at a time.
97136,Number of active ads exceeds the maximum set for this account.
97137,The ad end date can't be more than 5 years from now.
97141,There was a problem with your request. We couldn't identify the ad you tried to copy. Please check the ID and try again.
97142,Ad can only be copied to a campaign under same advertiser.
97143,Default Ad can't be copied.
97144,You can't use custom URLs with Rich Media creatives whose code has been manually edited.
97145,The option specified for creative association with ad is not supported.
97146,There was a problem with your request. We couldn't identify the parameters to associate creative with ad. Please try again.
98000,The advertiser specified in the search criteria is not valid.
98001,The creative asset base directory not specified.
98002,The creative asset base directory cannot be found.
98003,The image creative asset base directory cannot be found.
98004,The Rich Media creative asset base directory cannot be found.
98005,The creative asset directory for the advertiser cannot be found.
98006,Error encountered while browsing the creative asset directory.
98007,The creative asset file could not be read.
98008,The creative asset supplied cannot be null.
98009,The name specified for the creative asset is not valid.
98010,The content specified for the creative asset is not valid.
98011,The creative asset is not of a valid image type.
98012,Another creative asset with the same name already exists.
98013,The advertiser specified in the creative asset is not valid.
98014,The creative asset's dimensions are not valid.
98015,The creative asset dimensions are not supported by the network.
98016,The image type is not supported.
98017,Executable files are not allowed.
98018,The creative asset exceeds the maximum image size allowed for this account.
98019,The creative search criteria cannot be null or empty.
98020,Either the advertiser or the campaign must be specified in the creative search criteria.
98021,The relative image asset URL is not valid. It is required and must refer a valid image asset for the advertiser.
98022,The image asset referred to by the image asset relative URL could not be found.
98023,The alternate text cannot exceed 1024 characters.
98024,The creative version is not valid.
98025,The rich media code for the creative is missing.
98026,The length of the rich media code exceeds the maximum allowed limit.
98027,The rich media code must contain the %i macro.
98028,The relative asset URL in the creative cannot be null or empty.
98029,One of the rich media assets specified in the creative could not be found.
98030,The redirect URL is not valid. It is required and cannot exceed 1024 characters.
98031,The redirect URL is not valid. It must start with http or https.
98032,The creative is assigned to a default ad and therefore cannot be deleted. Any default ad must have a creative.
98033,The creative cannot be deleted because one or more assignments have a creative time gap.
98034,The creative cannot be deleted because it is assigned to an ad that was active.
98035,One of the campaigns associated with the creative is not valid.
98036,The given creative IDs array to associate with the campaign cannot be null or empty.
98037,The creative type is not valid.
98038,An error was encountered while parsing the file.
98039,The raw file data is empty.
98040,The raw file name is not valid.
98041,The raw file mime-type is not valid.
98042,The mime-type for the raw file is not supported for creative upload.
98043,The zip file entry cannot be recognized as an image or a rich media file.
98044,The raw file set is null.
98045,The advertiser specified in the raw file set is not valid.
98046,The campaign specified in the raw file set is not valid.
98047,Either the advertiser or the campaign must be specified in the raw file set
98048,The raw file set does not contain any raw files.
98049,The parsed raw file set is null.
98050,The parsed raw file set does not contain any parsed raw files.
98051,Unable to read the flash file.
98052,The flash file is empty.
98053,The Flash-Banner rich media code template could not be found.
98054,The Flash-Banner creative can contain only one backup image.
98055,The Flash-Banner creative can contain only one flash asset.
98056,The creative is missing the backup image.
98057,The creative is missing the flash asset.
98058,The creative does not contain any assets. It must contain one flash asset and one backup image asset.
98059,The Flash-Banner with AdInisght Flex Tag rich media code template could not be found.
98060,"This is a default creative; therefore, it cannot be deleted. Assign another creative as a default before deleting the creative."
98061,The redirect URL is not valid. The format for an internal redirect URL is http://ad.doubleclick.net/ad/filelocation.
98062,Please specify a campaign default landing page before uploading creatives.
98063,"This file type isn't supported, or the file doesn't matched the specified file type. Only image files are supported."
98064,The dimensions of the creative can't be changed because it is marked as default in one of the campaigns.
98065,The dimensions of the creative can't be changed because it is assigned to one or more placements.
98066,The dimensions of the creative can't be changed because it is associated with one or more ads.
98067,The creative you are trying to delete is not a Rich Media creative.
98068,The Interstitial Pop-Up template can't be found.
98069,The interstitial pop-up type is not valid.
98070,The window width is not valid. Please specify a width greater than zero.
98071,The window height is not valid. Please specify a height greater than zero.
98072,The 'top' value is not valid. Please specify a value greater than or equal to zero.
98073,The 'left' value is not valid. Please specify a value greater than or equal to zero.
98074,The creative type is not valid.
98075,The name of a file can only contain the following characters: A-Z a-z 0-9 . = - _
98076,"You're trying to upload more than 500KB at once. Try uploading fewer files at once, breaking up very large Zip files, or removing unnecessary files."
98077,"You can only upload 50 files at a time, including files within a Zip file. Try uploading fewer files at once, breaking up very large Zip files, or removing unnecessary files."
98078,The parent flash asset is not valid.
98079,The backup image asset is not valid.
98080,The backup image target window is not valid.
98081,The wmode setting is not valid.
98082,The fscommand option is not valid.
98083,The fscommand target window dimensions are not valid.
98084,One of the clickTag parameters is not valid.
98085,The backup image target window option is not valid.
98086,The backup image target window other option value is not valid.
98087,One of the additional flash assets is not valid
98088,One of the additional image assets is not valid
98089,Flash In-Page template can't be found.
98090,Flash In-Page template not specified.
98091,Flash In-Page creative is not valid.
98092,The given creative is not a valid DoubleClick Rich Media creative.
98093,The creative can't be deleted because it was assigned to an active ad.
98094,The flash asset and the backup image dimensions must match.
98095,A Creative for one of the Creative Field Assignment is not valid.
98096,A Creative Field for one of the Creative Field Assignment is not valid.
98097,A Creative Field of one of the Creative Field Assignments doesn't belong to same advertiser.
98098,Creative field values for one of the Creative Field Assignment is not valid.
98099,Creative name can't contain tab spaces.
98100,The creative can't be archived because it is marked as default in a campaign.
98101,The creative can't be archived because it is assigned to an active ad.
98102,The creative creation start date in creative search criteria is missing.
98103,The creative can't be deactivated because it's the only creative scheduled to be active during at least part of the run of at least one associated ad.
98104,The creative can't be deactivated because it's the only active creative in one or more ads.
98105,Invalid creative copy request.
98106,The creative upload session can't be null.
98107,The creative upload session was not found.
98108,You can't modify this creative upload session because it has been completed or canceled.
98109,"To create a creative upload session, you need to provide either an advertiser ID or a campaign ID."
98110,It looks like you're trying to associate this creative upload session with a different advertiser or campaign than the one you chose when the session was created.
98111,The creative upload file can't be null.
98112,A file name is required for the creative.
98113,A name is required for the creative source file.
98114,The creative file size must be greater than 0 KB.
98115,The creative dimensions couldn't be correctly read from the file you sent. Please check the file and try again.
98116,The base directory where the creative files are stored could not be found. This problem is usually temporary. Please try again later.
98117,We were unable to create the creatives in this upload session because the creative files haven't been specified.
98118,We couldn't find any creative files in this upload session.
98119,"To create a creative, provide either an image file or a Flash file with an image file as a backup."
98120,We couldn't find the Flash file you specified in this creative upload session.
98121,We couldn't find the Image file you specified in this creative upload session.
99000,The job is not of the correct type.
99001,The job could not be found.
99002,The job cannot be submitted for processing because it is already finished. Only pending or running jobs can be submitted for processing.
99003,The data given for the job is not valid.
99004,The type specified for the scheduled job is not valid.
99005,The campaign specified for the job is not valid.
99006,One of the sites specified for the tags job is not valid.
99007,The maximum allowed length of the email message body is 4000 characters.
99008,No output types have been specified for one of the sites in the tags job. Please specify at least one output type.
99009,One of the sites has an invalid recipient specified in the tags job.
99010,One of the site's recipient names exceeds the 255 character limit.
99011,The email address specified for one of the site's recipients is not valid. Each recipient must have a valid email address up to 255 characters in length.
99012,One of the placements specified for the tags job is not valid.
99013,The directory for storing the tag output files cannot be found or is not configured correctly.
99014,One of the placements specified for the Media Plan job is not valid.
99015,The directory for storing the Media Plan output files cannot be found or is not configured correctly.
99016,The template for generating the Media Plan output files cannot be found or is not configured correctly.
99017,The default from email address is not found.
99018,The placement specified for the job is invalid.
99019,The placement does not belong to the campaign for which the job is submitted.
99020,Ad ID is missing.
99021,The campaign specified in the job is not valid.
99022,The given job element is null.
99023,The job specified for the element is not valid.
99024,The given job placement object can't be null.
99025,The job specified for the placement is not valid.
99026,One of the site has invalid reply to email address. The reply to address must be valid email address with 255 characters in length.
99027,"To email tags to a site, you need to choose a filename format. Please check the filename format for each site and try again."
99028,The From address can't contain more than 255 characters. Please check the address and try again.
100000,File not found.
100001,The change log record can't be null.
100002,The criteria for searching change logs is not valid. It must specify object type and object IDs.
100003,The given change log is not valid.
100004,The change log record could not be found.
100005,The length of the comments is too long. Please enter up to 4000 characters.
100006,You are not authorized to access this change log record.
100007,This network does not allow changes to Rich Media events lookback windows.
100008,Modify campaign permission is not enabled.
100009,Modify media plan permission is not enabled.
100010,Modify Media Cost permission is not enabled.
100011,Modify Traffic Sheet permission is not enabled.
100012,Modify Ads permission is not enabled.
100013,Modify Ceatives permission is not enabled.
100014,Modify Advertisers permission is not enabled.
100015,Modify Spotlight permission is not enabled.
100016,Modify Advanced Report permission is not enabled.
100017,View tags permission is not enabled.
100018,Modify user role permission is not enabled.
100019,The GAIA email address is not valid.
100020,"Unable to read the spreadsheet. To convert it into a valid Excel file, please open the document in Excel, then save it."
100021,A user profile ID or profile name must be specified in the GAIA migration request.
100022,The rendering width is not valid. It must be greater than 0 with a maximum value of 65535.
100023,The rendering height is not valid. It must be greater than 0 with a maximum value of 65535.
100024,The In-Stream feature has not been enabled for this account. Contact Customer Support or go to http://help.doubleclick.com to log a support case.
